evidence_id,task_id,course_code,source_surface,module_title,group_name,canvas_type,due,href,evidence_text
ev-00402,MTH-253-week-10-web-homework-working-with-taylor-series,MTH-253,modules,Unit 5 - Covers Week 10,,Assignment,,https://canvas.oregonstate.edu/courses/2053263/modules/items/26977989,Assignment Week 10 Web Homework: Working with Taylor Series Week 10 Web Homework: Working with Taylor Series 100 6 assignment 26977989 1 Aug 30 100 pts Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00403,MTH-253-7,MTH-253,modules,Unit 5 - Covers Week 10,,Context Module Sub Header,,,Context Module Sub Header 7 context_module_sub_header 26885591 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00404,MTH-253-reminder-no-unit-quiz-due-in-this-module-8,MTH-253,modules,Unit 5 - Covers Week 10,,Context Module Sub Header,,,Context Module Sub Header Reminder: No unit quiz due in this module. 8 context_module_sub_header 26885594 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00405,MTH-253-9,MTH-253,modules,Unit 5 - Covers Week 10,,Context Module Sub Header,,,Context Module Sub Header 9 context_module_sub_header 26885588 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00406,MTH-253-week-11-overview,MTH-253,modules,Finals Week,,Page,,https://canvas.oregonstate.edu/courses/2053263/modules/items/26885596,Page Week 11 - Overview Week 11 - Overview 1 wiki_page 26885596 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00407,MTH-253-preparing-for-your-final-exam-q-a-discussion-board-optional,MTH-253,modules,Finals Week,,Discussion Topic,,https://canvas.oregonstate.edu/courses/2053263/modules/items/26885597,Discussion Topic Preparing for your Final Exam - Q&A Discussion Board (Optional) Preparing for your Final Exam - Q&A Discussion Board (Optional) 2 discussion_topic 26885597 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00408,MTH-253-mth-253-final-exam-practice-problems-pdf,MTH-253,modules,Finals Week,,Attachment,,https://canvas.oregonstate.edu/courses/2053263/modules/items/26885598,Attachment MTH 253 - Final Exam Practice Problems.pdf MTH 253 - Final Exam Practice Problems.pdf 3 attachment 26885598 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00409,MTH-253-mth-253-final-exam-practice-problems-answers-pdf,MTH-253,modules,Finals Week,,Attachment,,https://canvas.oregonstate.edu/courses/2053263/modules/items/26885599,Attachment MTH 253 - Final Exam Practice Problems - Answers.pdf MTH 253 - Final Exam Practice Problems - Answers.pdf 4 attachment 26885599 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00410,MTH-253-5,MTH-253,modules,Finals Week,,Context Module Sub Header,,,Context Module Sub Header 5 context_module_sub_header 26885600 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00411,MTH-253-final-exam,MTH-253,modules,Finals Week,,Quiz,,https://canvas.oregonstate.edu/courses/2053263/modules/items/26885601,Quiz Final Exam Final Exam 100 6 quiz 26885601 1 Sep 1 100 pts Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00412,MTH-253-7,MTH-253,modules,Finals Week,,Context Module Sub Header,,,Context Module Sub Header 7 context_module_sub_header 26885602 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00413,MTH-253-unit-1-written-homework-assignment,MTH-253,grades,,,Gradebook Row,Jun 26 by 11:59pm,https://canvas.oregonstate.edu/courses/2053263/assignments/10553179/submissions/6660414,Unit 1 - Written Homework Assignment Written Homework Assignments Jun 26 by 11:59pm Click to test a different score Click to test a different score - / 100 unsubmitted 3244677 10553179 Grade Info See scoring details See rubric results 0 comments 0
ev-00414,MTH-253-unit-1-discussion-board-submitted-in-week-1-required,MTH-253,grades,,,Gradebook Row,Jun 28 by 11:59pm,https://canvas.oregonstate.edu/courses/2053263/assignments/10553178/submissions/6660414,Unit 1 Discussion Board - Submitted in Week 1 (Required) Discussion Boards Jun 28 by 11:59pm Jun 24 at 4:41pm Click to test a different score Click to test a different score Discussion Submission / 40 submitted 3244676 10553178 Grade Info See scoring details See rubric results 0 comments 0
ev-00415,MTH-253-week-1-web-homework-infinity-and-limits-indeterminates-improper-integrals,MTH-253,grades,,,Gradebook Row,Jun 29 by 11:59pm,https://canvas.oregonstate.edu/courses/2053263/assignments/10584258/submissions/6660414,"Week 1 Web Homework: Infinity and Limits, Indeterminates, Improper Integrals Online Homework Assignments (Achieve) Jun 29 by 11:59pm Click to test a different score Click to test a different score - / 100 unsubmitted 3244675 10584258 Grade Info See scoring details See rubric results 0 comments 0"
ev-00416,MTH-253-unit-1-quiz,MTH-253,grades,,,Gradebook Row,Jun 30 by 10:30pm,https://canvas.oregonstate.edu/courses/2053263/assignments/10553174/submissions/6660414,Unit 1 Quiz Unit Quizzes Jun 30 by 10:30pm Instructor has not posted this grade / 100 unsubmitted 3244678 10553174 Grade Info See scoring details See rubric results 0 comments 0
ev-00417,MTH-253-week-2-web-homework-sequences,MTH-253,grades,,,Gradebook Row,Jul 6 by 11:59pm,https://canvas.oregonstate.edu/courses/2053263/assignments/10584372/submissions/6660414,Week 2 Web Homework: Sequences Online Homework Assignments (Achieve) Jul 6 by 11:59pm Click to test a different score Click to test a different score - / 100 unsubmitted 3244675 10584372 Grade Info See scoring details See rubric results 0 comments 0
ev-00418,MTH-253-unit-2-written-homework-assignment,MTH-253,grades,,,Gradebook Row,Jul 9 by 11:59pm,https://canvas.oregonstate.edu/courses/2053263/assignments/10553180/submissions/6660414,Unit 2 - Written Homework Assignment Written Homework Assignments Jul 9 by 11:59pm Click to test a different score Click to test a different score - / 100 unsubmitted 3244677 10553180 Grade Info See scoring details See rubric results 0 comments 0
ev-00419,MTH-253-week-3-web-homework-introduction-to-series,MTH-253,grades,,,Gradebook Row,Jul 12 by 11:59pm,https://canvas.oregonstate.edu/courses/2053263/assignments/10584373/submissions/6660414,Week 3 Web Homework: Introduction to Series Online Homework Assignments (Achieve) Jul 12 by 11:59pm Click to test a different score Click to test a different score - / 100 unsubmitted 3244675 10584373 Grade Info See scoring details See rubric results 0 comments 0
ev-00420,MTH-253-unit-2-quiz,MTH-253,grades,,,Gradebook Row,Jul 13 by 10:30pm,https://canvas.oregonstate.edu/courses/2053263/assignments/10553173/submissions/6660414,Unit 2 Quiz Unit Quizzes Jul 13 by 10:30pm Instructor has not posted this grade / 100 unsubmitted 3244678 10553173 Grade Info See scoring details See rubric results 0 comments 0
ev-00421,MTH-253-week-4-web-homework-the-divergence-and-integral-tests,MTH-253,grades,,,Gradebook Row,Jul 19 by 11:59pm,https://canvas.oregonstate.edu/courses/2053263/assignments/10584431/submissions/6660414,Week 4 Web Homework: The Divergence and Integral Tests Online Homework Assignments (Achieve) Jul 19 by 11:59pm Click to test a different score Click to test a different score - / 100 unsubmitted 3244675 10584431 Grade Info See scoring details See rubric results 0 comments 0
ev-00422,MTH-253-week-5-web-homework-comparison-and-alternate-series-tests,MTH-253,grades,,,Gradebook Row,Jul 26 by 11:59pm,https://canvas.oregonstate.edu/courses/2053263/assignments/10584434/submissions/6660414,Week 5 Web Homework: Comparison and Alternate Series Tests Online Homework Assignments (Achieve) Jul 26 by 11:59pm Click to test a different score Click to test a different score - / 100 unsubmitted 3244675 10584434 Grade Info See scoring details See rubric results 0 comments 0
ev-00423,MTH-253-unit-3-discussion-board-submitted-in-week-6-required,MTH-253,grades,,,Gradebook Row,Jul 28 by 11:59pm,https://canvas.oregonstate.edu/courses/2053263/assignments/10553177/submissions/6660414,Unit 3 Discussion Board - Submitted in Week 6 (Required) Discussion Boards Jul 28 by 11:59pm Click to test a different score Click to test a different score - / 40 unsubmitted 3244676 10553177 Grade Info See scoring details See rubric results 0 comments 0
ev-00424,MTH-253-unit-3-written-homework-assignment,MTH-253,grades,,,Gradebook Row,Jul 30 by 11:59pm,https://canvas.oregonstate.edu/courses/2053263/assignments/10553181/submissions/6660414,Unit 3 - Written Homework Assignment Written Homework Assignments Jul 30 by 11:59pm Click to test a different score Click to test a different score - / 100 unsubmitted 3244677 10553181 Grade Info See scoring details See rubric results 0 comments 0
ev-00425,MTH-253-week-6-web-homework-ratio-and-root-tests,MTH-253,grades,,,Gradebook Row,Aug 2 by 11:59pm,https://canvas.oregonstate.edu/courses/2053263/assignments/10584435/submissions/6660414,Week 6 Web Homework: Ratio and Root Tests Online Homework Assignments (Achieve) Aug 2 by 11:59pm Click to test a different score Click to test a different score - / 100 unsubmitted 3244675 10584435 Grade Info See scoring details See rubric results 0 comments 0
ev-00426,MTH-253-unit-3-quiz,MTH-253,grades,,,Gradebook Row,Aug 3 by 10:30pm,https://canvas.oregonstate.edu/courses/2053263/assignments/10553170/submissions/6660414,Unit 3 Quiz Unit Quizzes Aug 3 by 10:30pm Instructor has not posted this grade / 100 unsubmitted 3244678 10553170 Grade Info See scoring details See rubric results 0 comments 0
ev-00427,MTH-253-week-7-web-homework-power-series-and-functions,MTH-253,grades,,,Gradebook Row,Aug 9 by 11:59pm,https://canvas.oregonstate.edu/courses/2053263/assignments/10584436/submissions/6660414,Week 7 Web Homework: Power Series and Functions Online Homework Assignments (Achieve) Aug 9 by 11:59pm Click to test a different score Click to test a different score - / 100 unsubmitted 3244675 10584436 Grade Info See scoring details See rubric results 0 comments 0
ev-00428,MTH-253-week-8-web-homework-taylor-and-maclaurin-series,MTH-253,grades,,,Gradebook Row,Aug 16 by 11:59pm,https://canvas.oregonstate.edu/courses/2053263/assignments/10584437/submissions/6660414,Week 8 Web Homework Taylor and Maclaurin Series Online Homework Assignments (Achieve) Aug 16 by 11:59pm Click to test a different score Click to test a different score - / 100 unsubmitted 3244675 10584437 Grade Info See scoring details See rubric results 0 comments 0
ev-00429,MTH-253-unit-4-discussion-board-submitted-in-week-9-required,MTH-253,grades,,,Gradebook Row,Aug 18 by 11:59pm,https://canvas.oregonstate.edu/courses/2053263/assignments/10553176/submissions/6660414,Unit 4 Discussion Board - Submitted in Week 9 (Required) Discussion Boards Aug 18 by 11:59pm Click to test a different score Click to test a different score - / 40 unsubmitted 3244676 10553176 Grade Info See scoring details See rubric results 0 comments 0
ev-00430,MTH-253-unit-4-written-homework-assignment,MTH-253,grades,,,Gradebook Row,Aug 20 by 11:59pm,https://canvas.oregonstate.edu/courses/2053263/assignments/10553182/submissions/6660414,Unit 4 - Written Homework Assignment Written Homework Assignments Aug 20 by 11:59pm Click to test a different score Click to test a different score - / 100 unsubmitted 3244677 10553182 Grade Info See scoring details See rubric results 0 comments 0
ev-00431,MTH-253-week-9-web-homework-properties-of-power-series,MTH-253,grades,,,Gradebook Row,Aug 23 by 11:59pm,https://canvas.oregonstate.edu/courses/2053263/assignments/10584438/submissions/6660414,Week 9 Web Homework: Properties of Power Series Online Homework Assignments (Achieve) Aug 23 by 11:59pm Click to test a different score Click to test a different score - / 100 unsubmitted 3244675 10584438 Grade Info See scoring details See rubric results 0 comments 0
ev-00432,MTH-253-unit-4-quiz,MTH-253,grades,,,Gradebook Row,Aug 24 by 10:30pm,https://canvas.oregonstate.edu/courses/2053263/assignments/10553171/submissions/6660414,Unit 4 Quiz Unit Quizzes Aug 24 by 10:30pm Instructor has not posted this grade / 100 unsubmitted 3244678 10553171 Grade Info See scoring details See rubric results 0 comments 0
ev-00433,MTH-253-unit-5-written-homework-assignment,MTH-253,grades,,,Gradebook Row,Aug 27 by 11:59pm,https://canvas.oregonstate.edu/courses/2053263/assignments/10553183/submissions/6660414,Unit 5 - Written Homework Assignment Written Homework Assignments Aug 27 by 11:59pm Click to test a different score Click to test a different score - / 100 unsubmitted 3244677 10553183 Grade Info See scoring details See rubric results 0 comments 0
ev-00434,MTH-253-week-10-web-homework-working-with-taylor-series,MTH-253,grades,,,Gradebook Row,Aug 30 by 11:59pm,https://canvas.oregonstate.edu/courses/2053263/assignments/10584439/submissions/6660414,Week 10 Web Homework: Working with Taylor Series Online Homework Assignments (Achieve) Aug 30 by 11:59pm Click to test a different score Click to test a different score - / 100 unsubmitted 3244675 10584439 Grade Info See scoring details See rubric results 0 comments 0
ev-00435,MTH-253-final-exam,MTH-253,grades,,,Gradebook Row,Sep 1 by 10:30pm,https://canvas.oregonstate.edu/courses/2053263/assignments/10553169/submissions/6660414,Final Exam Final Exam Sep 1 by 10:30pm Instructor has not posted this grade / 100 unsubmitted 3244679 10553169 Grade Info See scoring details See rubric results 0 comments 0
ev-00436,MTH-253-unit-1-quiz,MTH-253,quizzes,,,quizzes,,https://canvas.oregonstate.edu/courses/2053263/quizzes/3159593,Quiz Unit 1 Quiz Not available until Jun 28 at 12:00pmJun 28 at 12:00pmJun 28 at 12:00pm Due Jun 30 at 10:30pmJun 30 at 10:30pmJun 30 at 10:30pm 100 pts 10 Questions
ev-00437,MTH-253-unit-1-quiz,MTH-253,quizzes,,,quizzes,,https://canvas.oregonstate.edu/courses/2053263/quizzes/3159593,Quiz Unit 1 Quiz Not available until Jun 28 at 12:00pmJun 28 at 12:00pmJun 28 at 12:00pm Due Jun 30 at 10:30pmJun 30 at 10:30pmJun 30 at 10:30pm 100 pts 10 Questions
ev-00438,MTH-253-unit-2-quiz,MTH-253,quizzes,,,quizzes,,https://canvas.oregonstate.edu/courses/2053263/quizzes/3159592,Quiz Unit 2 Quiz Not available until Jul 12 at 12:00pmJul 12 at 12:00pmJul 12 at 12:00pm Due Jul 13 at 10:30pmJul 13 at 10:30pmJul 13 at 10:30pm 100 pts 10 Questions
ev-00439,MTH-253-unit-2-quiz,MTH-253,quizzes,,,quizzes,,https://canvas.oregonstate.edu/courses/2053263/quizzes/3159592,Quiz Unit 2 Quiz Not available until Jul 12 at 12:00pmJul 12 at 12:00pmJul 12 at 12:00pm Due Jul 13 at 10:30pmJul 13 at 10:30pmJul 13 at 10:30pm 100 pts 10 Questions
ev-00440,MTH-253-unit-3-quiz,MTH-253,quizzes,,,quizzes,,https://canvas.oregonstate.edu/courses/2053263/quizzes/3159589,Quiz Unit 3 Quiz Not available until Aug 2 at 12:00pmAug 2 at 12:00pmAug 2 at 12:00pm Due Aug 3 at 10:30pmAug 3 at 10:30pmAug 3 at 10:30pm 100 pts 10 Questions
ev-00441,MTH-253-unit-3-quiz,MTH-253,quizzes,,,quizzes,,https://canvas.oregonstate.edu/courses/2053263/quizzes/3159589,Quiz Unit 3 Quiz Not available until Aug 2 at 12:00pmAug 2 at 12:00pmAug 2 at 12:00pm Due Aug 3 at 10:30pmAug 3 at 10:30pmAug 3 at 10:30pm 100 pts 10 Questions
ev-00442,MTH-253-unit-4-quiz,MTH-253,quizzes,,,quizzes,,https://canvas.oregonstate.edu/courses/2053263/quizzes/3159590,Quiz Unit 4 Quiz Not available until Aug 23 at 12:00pmAug 23 at 12:00pmAug 23 at 12:00pm Due Aug 24 at 10:30pmAug 24 at 10:30pmAug 24 at 10:30pm 100 pts 10 Questions
ev-00443,MTH-253-unit-4-quiz,MTH-253,quizzes,,,quizzes,,https://canvas.oregonstate.edu/courses/2053263/quizzes/3159590,Quiz Unit 4 Quiz Not available until Aug 23 at 12:00pmAug 23 at 12:00pmAug 23 at 12:00pm Due Aug 24 at 10:30pmAug 24 at 10:30pmAug 24 at 10:30pm 100 pts 10 Questions
ev-00444,MTH-253-final-exam,MTH-253,quizzes,,,quizzes,,https://canvas.oregonstate.edu/courses/2053263/quizzes/3159588,Quiz Final Exam Not available until Aug 30 at 12:00amAug 30 at 12:00amAug 30 at 12:00am Due Sep 1 at 10:30pmSep 1 at 10:30pmSep 1 at 10:30pm 100 pts 15 Questions
ev-00445,MTH-253-final-exam,MTH-253,quizzes,,,quizzes,,https://canvas.oregonstate.edu/courses/2053263/quizzes/3159588,Quiz Final Exam Not available until Aug 30 at 12:00amAug 30 at 12:00amAug 30 at 12:00am Due Sep 1 at 10:30pmSep 1 at 10:30pmSep 1 at 10:30pm 100 pts 15 Questions
ev-00446,MTH-253-no-quizzes-found,MTH-253,quizzes,,,quizzes,,,No quizzes found
ev-00447,MTH-253-no-quizzes-found,MTH-253,quizzes,,,quizzes,,,No quizzes found
ev-00448,MTH-253-practice-quiz-take-it-before-attempting-quiz-1,MTH-253,quizzes,,,quizzes,,https://canvas.oregonstate.edu/courses/2053263/quizzes/3166971,Quiz Practice Quiz (take it before attempting Quiz 1!) Available until Sep 4 at 11:59pmSep 4 at 11:59pmSep 4 at 11:59pm Due Jun 28 at 11:59amJun 28 at 11:59amJun 28 at 11:59am 20 pts 2 Questions
ev-00449,MTH-253-practice-quiz-take-it-before-attempting-quiz-1,MTH-253,quizzes,,,quizzes,,https://canvas.oregonstate.edu/courses/2053263/quizzes/3166971,Quiz Practice Quiz (take it before attempting Quiz 1!) Available until Sep 4 at 11:59pmSep 4 at 11:59pmSep 4 at 11:59pm Due Jun 28 at 11:59amJun 28 at 11:59amJun 28 at 11:59am 20 pts 2 Questions
ev-00450,MTH-253-no-quizzes-found,MTH-253,quizzes,,,quizzes,,,No quizzes found
ev-00451,MTH-253-no-quizzes-found,MTH-253,quizzes,,,quizzes,,,No quizzes found
ev-00452,PHY-212-start-here-overview,PHY-212,modules,Start Here,,Page,,https://canvas.oregonstate.edu/courses/2053526/modules/items/26896930,Page Start Here - Overview Start Here - Overview 1 wiki_page 26896930 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00453,PHY-212-instructor-information-communication-policy,PHY-212,modules,Start Here,,Page,,https://canvas.oregonstate.edu/courses/2053526/modules/items/26896931,Page Instructor Information & Communication Policy Instructor Information & Communication Policy 2 wiki_page 26896931 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00454,PHY-212-where-to-go-for-help,PHY-212,modules,Start Here,,Page,,https://canvas.oregonstate.edu/courses/2053526/modules/items/26896932,Page Where to go for help? Where to go for help? 3 wiki_page 26896932 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00455,PHY-212-accessibility-statements-privacy-policies,PHY-212,modules,Start Here,,Page,,https://canvas.oregonstate.edu/courses/2053526/modules/items/26896933,Page Accessibility Statements & Privacy Policies Accessibility Statements & Privacy Policies 4 wiki_page 26896933 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00456,PHY-212-sources-cited,PHY-212,modules,Start Here,,Page,,https://canvas.oregonstate.edu/courses/2053526/modules/items/26896934,Page Sources Cited Sources Cited 5 wiki_page 26896934 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00457,PHY-212-start-here-conclusion,PHY-212,modules,Start Here,,Page,,https://canvas.oregonstate.edu/courses/2053526/modules/items/26896935,Page Start Here - Conclusion Start Here - Conclusion 6 wiki_page 26896935 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00458,PHY-212-general-information,PHY-212,modules,Course information,,Page,,https://canvas.oregonstate.edu/courses/2053526/modules/items/26896936,Page General information General information 1 wiki_page 26896936 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00459,PHY-212-zoom-info,PHY-212,modules,Course information,,Page,,https://canvas.oregonstate.edu/courses/2053526/modules/items/26896938,Page Zoom info Zoom info 3 wiki_page 26896938 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00460,PHY-212-announcements,PHY-212,modules,Course information,,Page,,https://canvas.oregonstate.edu/courses/2053526/modules/items/26896939,Page Announcements Announcements 4 wiki_page 26896939 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00461,PHY-212-ta-info-scheduler,PHY-212,modules,Course information,,Page,,https://canvas.oregonstate.edu/courses/2053526/modules/items/26896940,Page TA Info & Scheduler TA Info & Scheduler 5 wiki_page 26896940 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00462,PHY-212-course-webpages,PHY-212,modules,Course information,,Page,,https://canvas.oregonstate.edu/courses/2053526/modules/items/26896941,Page Course webpages Course webpages 6 wiki_page 26896941 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00463,PHY-212-get-your-ph-211-course-materials,PHY-212,modules,Course information,,Page,,https://canvas.oregonstate.edu/courses/2053526/modules/items/26992779,Page Get your PH 211 Course Materials! Get your PH 211 Course Materials! 7 wiki_page 26992779 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
